c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49650,848,701,-118,-37,1085,-4495,-6013,302,-60,36,0,2,-4,0,13500,992,56,152,13500,1534,1487,1651,1662,0,0,0,0,0,0,0,25,16,4,-1,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49703,1385,710,299,-80,1164,-4434,-5647,485,-120,48,2,0,-2,0,13500,970,18,152,13500,1538,1488,1652,1658,0,0,0,0,0,0,0,19,-2,14,47,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49750,1355,497,-67,8,1215,-10050,-5098,-1345,-118,25,2,0,-3,0,13500,966,-49,152,13500,1500,1499,1659,1671,0,0,0,0,0,0,0,27,6,-12,18,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49803,1295,42,286,74,1075,-9500,-5769,1339,-116,-6,0,0,-2,0,13927,997,-49,192,13927,1521,1516,1635,1665,0,0,0,0,0,0,0,35,-5,-40,41,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49850,777,27,-23,98,1050,-6204,3263,-979,-92,-8,0,-4,-2,0,14317,970,-88,228,14317,1540,1507,1703,1658,0,0,0,0,0,0,0,17,-4,3,30,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49903,459,84,64,-94,1087,-1749,3446,-491,-47,0,0,-1,-1,0,14978,986,-7,287,14978,1558,1527,1699,1683,0,0,0,0,0,0,0,25,4,-16,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49950,714,337,-243,181,879,5819,4789,-2444,-72,22,2,-2,-1,0,14978,966,-23,287,14978,1587,1464,1721,1679,0,0,0,0,0,0,0,5,-15,36,53,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50003,43,-394,562,-693,1478,-7730,-7905,912,-14,-41,2,-2,-1,0,15022,975,67,291,15022,1545,1565,1656,1711,0,0,0,0,0,0,0,31,18,-38,-40,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050,-55,-908,423,-423,925,-7120,-4121,-857,-9,-79,2,-2,0,0,14978,971,52,287,14978,1532,1551,1680,1707,0,0,0,0,0,0,0,48,21,-84,-48,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50103,342,122,-283,225,1312,8077,8512,-2932,-43,45,0,-2,6,0,14933,969,61,284,14933,1572,1473,1737,1671,0,0,0,0,0,0,0,-3,-2,59,17,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50150,641,135,-156,305,1031,-162,-2534,-796,-66,78,0,-2,13,0,14933,982,56,284,14933,1555,1524,1686,1701,0,0,0,0,0,0,0,12,-12,16,47,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50203,1119,1065,-412,287,730,1973,-3389,-1101,-101,159,2,0,13,0,15022,966,97,291,15022,1582,1495,1723,1670,0,0,0,0,0,0,0,-40,-33,152,102,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50250,1045,533,-518,430,1050,2340,-3145,-1589,-66,186,0,4,27,0,14933,952,53,284,14933,1574,1488,1724,1673,0,0,0,0,0,0,0,-18,-24,85,73,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50303,40,-315,305,-409,1142,-7608,-19380,1644,24,140,0,5,33,0,14933,966,111,284,14933,1545,1565,1651,1709,0,0,0,0,0,0,0,15,17,-17,-44,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50350,-286,-1498,311,-463,1227,-2603,-12361,-796,216,75,0,38,41,0,14933,971,142,284,14933,1517,1561,1694,1697,0,0,0,0,0,0,0,35,21,-84,-56,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50403,703,-1510,-52,345,901,17049,-4976,-186,102,105,0,32,47,0,14889,992,140,280,14889,1594,1483,1693,1688,0,0,0,0,0,0,0,4,-12,-9,44,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50450,1729,-1270,25,302,949,8748,-12056,-1223,2,126,0,30,47,0,14933,989,155,284,14933,1553,1516,1681,1713,0,0,0,0,0,0,0,2,-11,-9,55,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50503,2389,-948,-232,258,1270,8687,-1008,-2627,-156,220,0,10,60,0,14933,1010,249,284,14933,1583,1461,1740,1672,0,0,0,0,0,0,0,-27,-25,65,97,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50550,2241,-563,-211,426,759,-2420,-10713,-2078,-143,254,0,10,60,0,14933,1015,159,284,14933,1552,1502,1707,1701,0,0,0,0,0,0,0,-44,-29,100,104,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50603,1097,-896,16,-235,1423,-9561,-17122,-796,-46,78,-2,9,31,0,14933,1037,223,284,14933,1539,1531,1680,1714,0,0,0,0,0,0,0,-17,16,12,-27,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50650,948,-1244,-136,-3,1226,7406,-2229,-1101,91,-35,0,34,14,0,14978,1008,154,287,14978,1576,1489,1706,1692,0,0,0,0,0,0,0,-19,6,10,0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50703,1974,-879,-168,250,897,12288,-276,-2688,-60,-66,0,22,2,0,14933,1023,125,284,14933,1580,1459,1701,1716,0,0,0,0,0,0,0,-22,-31,17,111,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50750,2218,-443,-310,117,998,2218,3080,-2688,-81,-28,0,22,2,0,14978,1041,151,287,14978,1565,1473,1710,1706,0,0,0,0,0,0,0,-32,-22,46,88,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50803,1541,8,282,-110,724,-7486,-3999,668,-19,4,0,23,0,0,14933,1049,146,284,14933,1537,1551,1667,1712,0,0,0,0,0,0,0,-14,13,0,-13,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50850,1206,257,76,-57,937,1058,3263,-4763,6,29,-2,22,1,0,14933,1053,176,284,14933,1549,1454,1742,1699,0,0,0,0,0,0,0,-22,1,22,16,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50903,1287,881,66,6,757,5086,-2229,-735,0,80,0,22,0,0,14933,1073,227,284,14933,1562,1502,1690,1707,0,0,0,0,0,0,0,-23,-6,26,38,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50950,1064,358,149,-228,917,1668,2164,-3787,15,34,0,21,0,0,14933,1096,240,284,14933,1535,1483,1721,1711,0,0,0,0,0,0,0,-1,13,-32,-13,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51003,884,433,-11,-134,1015,2279,4667,-3848,27,41,2,20,0,0,14978,1104,272,287,14978,1537,1482,1728,1707,0,0,0,0,0,0,0,-17,11,12,-6,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51050,715,397,144,-17,753,264,1615,-3054,45,41,0,21,1,0,14933,1123,295,284,14933,1528,1497,1712,1715,0,0,0,0,0,0,0,-8,8,-11,0,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51103,470,627,-173,126,931,-1871,-6013,-369,70,51,2,22,0,0,14889,1128,311,280,14889,1537,1524,1680,1713,0,0,0,0,0,0,0,-30,0,47,20,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51150,713,642,148,81,976,5819,4972,-2688,42,59,2,20,0,0,13500,1157,381,152,13500,1515,1433,1705,1661,0,0,0,0,0,0,0,-17,-1,14,27,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51203,882,1318,-260,-50,921,3377,2103,-2444,31,160,2,21,9,0,12749,1181,388,80,12749,1467,1440,1676,1659,0,0,0,0,0,0,0,-30,12,51,-8,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51250,1152,1097,176,4,1150,-3702,-9553,-4336,-23,210,2,15,23,0,12261,1197,329,31,12261,1432,1411,1656,1681,0,0,0,0,0,0,0,-26,-11,37,53,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51303,1130,1558,-300,67,833,-6754,-15840,2133,-21,251,0,15,23,0,12180,1215,293,24,12180,1469,1474,1608,1652,0,0,0,0,0,0,0,-43,-7,75,36,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51350,1113,890,-91,-116,1136,-5106,-9859,-2444,-62,276,2,6,39,0,12504,1225,268,56,12504,1466,1421,1680,1647,0,0,0,0,0,0,0,-26,1,19,8,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51403,576,6,277,-119,749,-5411,-10469,-2871,-1,206,0,9,41,0,13164,1260,289,119,13164,1459,1458,1671,1691,0,0,0,0,0,0,0,3,10,-68,-23,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51450,81,-198,677,-156,902,-6754,-10103,-1589,41,118,0,9,27,0,13290,1251,251,132,13290,1460,1483,1658,1697,0,0,0,0,0,0,0,-8,11,-44,-31,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51503,320,332,-400,151,889,-833,-5525,-1467,17,49,0,9,4,0,13332,1257,181,136,13332,1489,1457,1678,1681,0,0,0,0,0,0,0,-57,-10,83,24,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51550,430,-13,-125,12,1050,1241,3202,-3176,0,19,-2,7,4,0,13713,1267,206,172,13713,1498,1436,1718,1677,0,0,0,0,0,0,0,-35,-16,22,38,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51603,-20,-219,20,4,1195,-5655,4972,-3115,40,-1,2,7,3,0,14186,1286,147,215,14186,1476,1488,1715,1697,0,0,0,0,0,0,0,-21,-5,-13,4,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650,291,350,-321,299,980,1302,2470,-2688,2,37,0,5,1,0,14978,1296,184,287,14978,1533,1476,1727,1715,0,0,0,0,0,0,0,-39,-19,40,41,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51703,289,541,93,-195,1010,6978,8085,-8486,2,50,0,5,0,0,15022,1290,153,291,15022,1504,1408,1778,1727,0,0,0,0,0,0,0,-18,7,-8,-25,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51750,642,850,-143,324,1334,-528,2286,-4031,-24,81,2,6,1,0,14978,1281,180,287,14978,1501,1484,1737,1724,0,0,0,0,0,0,0,-20,-8,2,20,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51803,1240,1496,-412,431,1361,-2664,28,-6533,-76,137,2,6,1,0,15022,1302,196,291,15022,1471,1473,1747,1744,0,0,0,0,0,0,0,-24,-14,20,39,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51850,726,1287,162,-243,1375,-4129,-32,-5374,-38,115,0,4,0,0,15022,1296,174,291,15022,1501,1452,1758,1723,0,0,0,0,0,0,0,-3,16,-35,-49,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51903,361,841,917,-691,1656,3927,3812,-7083,-7,42,0,4,-6,0,14978,1308,203,287,14978,1511,1409,1778,1725,0,0,0,0,0,0,0,2,15,-53,-51,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51950,2092,2257,-219,249,804,2034,6132,-5068,-168,95,2,2,-20,0,15022,1291,82,291,15022,1518,1433,1769,1715,0,0,0,0,0,0,0,-43,-49,74,126,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52003,1799,1949,-2,-109,1197,-20487,-5220,-2993,-143,13,2,2,-31,0,15022,1309,135,291,15022,1454,1527,1718,1746,0,0,0,0,0,0,0,-24,-19,24,38,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52050,1396,2052,13,35,992,-7303,5765,-5923,-6,-9,-2,23,-37,0,13416,1328,149,143,13416,1431,1399,1745,1693,0,0,0,0,0,0,0,-19,-10,14,7,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52103,929,1403,-155,340,916,1790,6071,-5435,68,-72,0,30,-39,0,13416,1320,109,143,13416,1441,1402,1723,1715,0,0,0,0,0,0,0,3,-12,-41,7,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52150,699,704,234,84,748,1180,2958,424,148,-133,0,41,-39,0,13416,1329,114,143,13416,1480,1455,1693,1678,0,0,0,0,0,0,0,5,-22,-45,34,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52203,907,1099,422,-90,847,11861,13334,-2505,161,-106,-2,48,-40,0,13416,1344,100,143,13416,1481,1399,1734,1670,0,0,0,0,0,0,0,2,-6,-33,-4,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52250,987,1082,400,-544,885,2828,-337,2804,151,-107,2,47,-40,0,13416,1327,55,143,13416,1468,1502,1657,1684,0,0,0,0,0,0,0,6,9,-34,-37,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52303,1233,1453,-74,-14,501,12105,8329,-2261,126,-54,2,46,-36,0,13458,1357,20,148,13458,1479,1412,1720,1682,0,0,0,0,0,0,0,-14,1,30,-5,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52350,1241,1977,-295,14,641,3621,1127,485,87,-1,2,39,-34,0,13458,1360,39,148,13458,1463,1475,1692,1680,0,0,0,0,0,0,0,-18,12,48,-27,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52403,1251,1271,145,-148,951,9114,3812,-1345,61,-39,-8,34,-30,0,13458,1359,19,148,13458,1473,1421,1711,1687,0,0,0,0,0,0,0,16,15,-43,-26,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52450,1902,1376,-356,539,730,-467,-3450,1889,11,-19,2,35,-27,0,13458,1356,-6,148,13458,1486,1472,1675,1680,0,0,0,0,0,0,0,-14,-30,42,99,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52503,1350,748,235,43,715,3438,2531,-1406,133,-46,0,50,-22,0,13458,1360,-69,148,13458,1449,1456,1704,1691,0,0,0,0,0,0,0,17,6,-43,2,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52550,1496,1132,-106,-40,616,9298,-703,2438,141,-12,2,54,-22,0,13458,1333,-138,148,13458,1515,1452,1685,1665,0,0,0,0,0,0,0,-11,5,36,11,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52603,1895,1358,142,-139,883,17659,5765,912,305,13,0,94,-20,0,13374,1335,-102,139,13374,1469,1472,1706,1660,0,0,0,0,0,0,0,-1,9,13,9,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52650,1227,421,64,-16,749,10091,-4243,4086,437,-95,0,108,-26,0,13374,1335,-139,139,13374,1467,1523,1650,1679,0,0,0,0,0,0,0,29,40,-70,-65,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52703,1820,45,98,26,1036,28951,10709,1644,382,-128,0,108,-26,0,13374,1330,-176,139,13374,1519,1430,1706,1648,0,0,0,0,0,0,0,19,30,-39,-18,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52750,2207,-331,188,-154,832,20223,7352,4452,439,-161,0,126,-26,0,13374,1316,-204,139,13374,1496,1502,167452803,3025,711,-17,125,1183,31820,20536,1705,374,-7,-2,127,-13,0,13374,1310,-201,139,13374,1540,1406,1741,1606,0,0,0,0,0,0,0,1,23,20,36,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52850,3171,720,135,3,742,17904,-3511,4330,316,0,2,118,-12,0,13332,1297,-200,136,13332,1488,1496,1644,1662,0,0,0,0,0,0,0,18,40,-20,10,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52903,3768,215,138,112,930,15950,5765,2743,257,-44,2,117,-12,0,13416,1289,-235,143,13416,1509,1472,1697,1639,0,0,0,0,0,0,0,32,40,-57,26,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52950,3749,-647,424,-132,987,16195,10404,2255,199,-115,0,105,-11,0,13374,1280,-255,139,13374,1512,1458,1702,1638,0,0,0,0,0,0,0,54,60,-111,-12,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53003,3644,-104,37,-953050,4344,128,-92,191,781,-162,16752,1950,-194,-9,2,37,-4,0,13374,1244,-356,139,13353103,3492,124,-337,7,1050,-15665,7230,2682,-255,-10,0,9,-4,0,13374,1211,-373,139,13374,1515,1467,1703,1628,0,0,0,0,0,0,0,-5,20,71,89,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53150,2729,537,-143,193,575,-18228,7108,3292,-245,32,0,-1,-2,0,13416,1200,-439,143,13416,1514,1482,1695,1629,0,0,0,0,0,0,0,6,14,45,89,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53203,1611,1081,-491,306,554,-19083,578,1583,-217,80,2,-15,-2,0,13416,1160,-511,143,13416,1523,1450,1716,1622,0,0,0,0,0,0,0,-21,5,120,92,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53250,872,1228,39,-30,939,-9134,4362,1950,-215,96,2,-27,-2,0,13416,1145,-492,143,13416,1545,1431,1717,1616,0,0,0,0,0,0,0,5,24,48,28,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303,866,933,-6,178,694,-19510,-3816,3598,-211,74,2,-27,-1,0,13458,1117,-563,148,13458,1503,1509,1682,1633,0,0,0,0,0,0,0,22,0,0,75,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53350,105,-79,-223,94,1079,-14383,28,1461,-145,-13,2,-27,-1,0,13458,1047,-650,148,13458,1505,1477,1693,1647,0,0,0,0,0,0,0,37,16,-47,16,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53403,-563,-1028,84,160,1139,-14566,-4976,2804,-59,-96,0,-21,-1,0,13458,1028,-727,148,13458,1501,1499,1665,1658,0,0,0,0,0,0,0,46,13,-76,5,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53450,-824,-981,-228,-162,923,-8707,-1375,3536,44,-92,2,-5,-1,0,13500,1028,-653,152,13500,1522,1498,1682,1632,0,0,0,0,0,0,0,15,9,5,6,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53503,-902,-1216,137,143,1086,-1688,-1069,2316,54,-78,0,-4,5,0,13500,973,-660,152,13500,1517,1485,1677,1651,0,0,0,0,0,0,0,27,2,-25,21,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53550,65,-964,347,-50,485,1851,-2351,2194,-30,-21,2,-4,12,0,13458,944,-727,148,13458,1532,1470,1682,1642,0,0,0,0,0,0,0,41,-11,-65,61,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53603,-105,-287,-183,-190,1085,-4556,-1619,485,-15,41,0,-4,13,0,13798,916,-686,179,13798,1492,1509,1708,1652,0,0,0,0,0,0,0,3,20,35,-26,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53650,344,-24,-128,162,1244,-2481,-5525,912,-51,64,0,-4,13,0,14889,885,-636,280,14889,1545,1517,1716,1680,0,0,0,0,0,0,0,-1,-9,43,50,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53703,969,-82,-275,-176,1110,-9622,-12361,2072,-105,52,-4,-4,11,0,14978,844,-652,287,14978,1546,1536,1704,1684,0,0,0,0,0,0,0,1,-11,22,49,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53750,881,108,-137,75,1126,-9500,-6074,3598,-101,61,0,-4,10,0,15157,783,-669,304,15157,1540,1573,1701,1672,0,0,0,0,0,0,0,-13,-1,57,16,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53803,806,-531,-350,301,1338,-4068,-7051,851,-91,-25,2,-4,4,0,15202,756,-659,307,15202,1564,1513,1710,1691,0,0,0,0,0,0,0,2,-29,5,83,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53850,1033,193,-277,-110,1193,-1993,-2351,607,-107,37,2,-3,4,0,15157,738,-653,304,15157,1576,1500,1737,1666,0,0,0,0,0,0,0,-40,-33,113,87,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53903,413,-791,143,-135,1293,-16214,-13582,5062,-53,-55,2,-3,2,0,15157,674,-676,304,15157,1529,1609,1659,1695,0,0,0,0,0,0,0,15,4,-48,-23,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
